"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"2160","CA3600184","NORTH SHORE MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,32,7,120417,25.99278326,"At-Risk",0.5,0,"NO","NO","NO","NO","NO","HIGH","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","No","No","C","GW","GW","Self-produced",2.07944154167984,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","1","1","1","1","1","1","2","1"
"2161","CA3600185","OAK GLEN DOMESTIC WATER","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,50,175,86016,12.00655426,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.17048399503815,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"2162","CA3600200","RANCHERITOS MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,292,812,88684.30104,16.390882,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","No","No","C","GW","GW","Self-produced",6.70073110954781,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2163","CA3600209","ROCKY COMFORT MUTUAL WATER CO","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,33,160,59063,24.35484955,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SWP","SW","Purchased",5.08140436498446,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","0","0"
"2164","CA3600258","SKY FOREST MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,159,492,104120.7151,22.53557319,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","No","No","C","SWP","SW","Purchased",6.20050917404269,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","0","0","1","1"
"2165","CA3600301","STRAWBERRY LODGE MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,137,381,56082.0034,24.90605536,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH",NA,"NONE","No","No","C","GW","GW","Self-produced",5.94542060860658,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","0","0","0","0"
"2166","CA3600345","WEST END MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,32,90,21490,28.96574767,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",4.51085950651685,"NONE","NONE","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","1","1","0","0"
"2167","CA3600012","APPLE VALLEY VIEW MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,89,290,59630,28.7507149,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.67332326717149,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","1","1","1","1"
"2168","CA3600027","BAR ""H"" MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,45,260,80566.80639,28.7512282,"Failing",1,0,"YES","NO","NO","YES","NO","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH",NA,"HIGH","Did not complete survey","No","C","GW","GW","Self-produced",5.56452040732269,"NONE","NONE","HIGH","NONE","No","No","Yes","Yes","1","1","2","1","1","1","2","1"
"2169","CA3600071","CHAMISAL MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,29,63,31131,50.66843792,"Failing",1,0,"NO","NO","NO","NO","YES","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","NONE","HIGH","HIGH",NA,"NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.15888308335967,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","2","1","2","1","2","1","0","0"
"2170","CA3600089","DESERT SPRINGS MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,79,325,31618.54383,28.96574767,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.78689738136671,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2171","CA3600123","HI DESERT MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,42,112,62883,31.88188939,"Failing",1,484500,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.72738781871234,"NONE","NONE","NONE","NONE","Yes","Yes","No","Yes","0","0","1","1","1","1","1","1"
"2172","CA3600180","NAVAJO MWC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,80,264,28214.11867,16.28831312,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.57972982598622,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2173","CA3600166","MILL CREEK MSC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Unknown/Other","Yes","No","Limited",NA,"Limited",NA,102,315,86016,14.52605013,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",5.75574221358691,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2174","CA3900733","COUNTRY CLUB VISTA MUTUAL WATER CO","San Joaquin","LPA69 - SAN JOAQUIN COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,31,75,31094,27.36147584,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","HIGH","NONE","No","No","C","GW","GW","Self-produced",4.33073334028633,"NONE","HIGH","HIGH","NONE","No",NA,NA,"Yes","1","1","2","1","2","1","0","0"
"2175","CA3900505","FARMINGTON WATER COMPANY","San Joaquin","LPA69 - SAN JOAQUIN COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,78,270,118685.5272,22.96992555,"At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE",NA,"NONE","No","No","C","GW","GW","Self-produced",5.6021188208797,"NONE","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","1","1","1","1"
"2176","CA4000716","AVILA VALLEY MUTUAL WATER CO","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,28,75,85625,13.81817498,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","No","No","C","SWP","SW","Purchased",4.33073334028633,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"2177","CA4000214","BARON CANYON MUTUAL WATER CO.","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,25,81,101667,13.81817498,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.40671924726425,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2178","CA4000200","BASSI RANCH MUTUAL WATER CO.","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,27,85,91095.45288,10.56039428,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.45434729625351,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","0","0"
"2179","CA4000805","CALLENDER GROVE MUTUAL WATER","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,37,126,140607.4719,17.24156873,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",4.84418708645859,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2180","CA4000230","CANYON CREST MUTUAL BENEFIT WC","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,54,133,93906,10.85969203,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","SWP","SW","Purchased",4.89783979995091,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2181","CA4000637","COUNTRY HILLS ESTATES","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,26,60,93906,10.85969203,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","MEDIUM","HIGH","NONE","NONE","HIGH","NONE","No","No","C","GW","GW","Self-produced",4.11087386417331,"NONE","NONE","HIGH","HIGH","No","No","Yes","Yes","1","1","3","1","1","1","1","1"
"2182","CA4000554","GREEN RIVER MUTUAL WATER CO.","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,124,350,77648.78371,15.6112745,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.86078622346587,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","1","1","0","0"
"2183","CA4000203","IRISH HILLS MUTUAL WATER CO","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,58,135,99164.48485,12.67537838,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.91265488573605,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2184","CA4000705","LAGUNA NEGRA MUTUAL WATER CO.","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,29,80,140610,17.24156873,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.39444915467244,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2185","CA4000815","LAS VENTANAS RANCH","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,36,108,89625,6.793727224,"Failing",0,0,"NO","YES","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.69134788222914,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","1","1","0","0"
"2186","CA4000775","MUSTANG SPRINGS MUTUAL WATER","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,16,30,98054,7.629042202,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",3.43398720448515,"NONE","HIGH","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","2","1","1","1"
"2187","CA4000803","RANCHO SALINAS MBWC","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,20,50,74154,21.55850966,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",3.93182563272433,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2188","CA4000750","RIM ROCK WATER COMPANY","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,25,55,106859,6.793727224,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.02535169073515,"NONE","HIGH","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","2","1","1","1"
"2189","CA4000802","SANTA YSABEL RANCH MWC","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,152,238,127679,15.6112745,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",5.47646355193151,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2190","CA4000808","MONTE SERENO MUTUAL BENEFIT WATER","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,26,65,174723.0941,6.793727224,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.18965474202643,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2191","CA4000523","S & T MUTUAL WATER COMPANY","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,179,591,98646,7.287595023,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",6.383506634884,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","1","1","1","1"
"2192","CA4000789","SPANISH LAKES MUTUAL WATER CO","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,45,125,127679,15.6112745,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.83628190695148,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2193","CA4000765","VARIAN RANCH MUTUAL WATER","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,49,106,139361.4437,6.11683104,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.67282883446191,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2194","CA4000506","WOODLAND PARK MUTUAL WATER CO","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,163,488,143545.7752,17.24156873,"Failing",0,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","GW","GW","Self-produced",6.19236248947487,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","1","1","1","1"
"2195","CA4000670","WALNUT HILLS MUTUAL WATER CO","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,23,486,46726,6.63750129,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",6.18826412308259,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"2196","CA4200731","ALEGRIA DOMESTIC MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,17,54,74792,22.01170063,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",4.00733318523247,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2197","CA4200891","BOBCAT SPRINGS MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,46,115,108933.2005,16.13721181,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.75359019110636,"NONE","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","1","1","1","1"
"2198","CA4200800","EAST VALLEY FARMS MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,44,142,117917,22.27633617,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.96284463025991,"NONE","NONE","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","1","1","1","1"
"2199","CA4200556","FOSTER ROAD MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,49,150,107403.7907,9.958478852,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH",NA,"NONE","Yes","No","C","GW","GW","Self-produced",5.01727983681492,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","1","1","1","1","2","1","0","0"
"2200","CA4200572","LAS POSITAS MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,62,200,137969,7.307552914,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.30330490805908,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","0","0","0","0"
"2201","CA4200612","MEADOWLARK RANCHES MUTUAL WATER COMPANY","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,45,150,71944,8.366592215,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","MEDIUM","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.01727983681492,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"2202","CA4200733","MONTECITO SEA MEADOWS","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,28,70,150250,8.860342186,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.26267987704132,"NONE","NONE","NONE","NONE","No","No","Yes","Yes","0","0","1","1","2","1","0","0"
"2203","CA4200881","OAK TRAIL ESTATES","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,64,211,162232,8.933910378,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.35658627467201,"HIGH","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2204","CA4200802","OAK TRAIL RANCH","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,31,102,162232,8.933910378,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","HIGH","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",4.63472898822964,"HIGH","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"2205","CA4200578","PAINTED CAVE","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,91,160,186667,2.763518349,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.08140436498446,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"2206","CA4200531","RANCHO MARCELINO WATER","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,87,240,NA,8.366592215,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",5.48479693349065,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
