"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","ancillary","public","enfranchisement","Variablecoded","enfranchisement_final","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","WEIGHTED_WATER_QUALITY_SCORE","WEIGHTED_ACCESSIBILITY_SCORE","WEIGHTED_AFFORDABILITY_SCORE","WEIGHTED_TMF_CAPACITY_SCORE","FUNDING_RECEIVED_SINCE_2017","Total_risk","CURRENT_FAILING","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE","EXTREME_WATER_BILL_RAW_SCORE","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","Intend.to.apply.","Application.complete.","FundingYorN","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP"
"2314","CA2701926","MORO RD WS #09","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",65,210,86033.88116,9.613712764,"Failing","YES","NO","NO","NO","NO",2.5,0.33,0.92,0.17,0,3.92,"Failing",0.75,0.5,0,"No","No","No","C","GW","GW","Self-produced",5.35185813347607
"2315","CA2700663","MURPHY HILL WS #02","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",13,66,154599.1483,13.05010875,"Potentially At-Risk","NO","NO","NO","NO","NO",0,2,0.17,0.67,0,2.84,"Not Failing",0,0.5,0,"No","No","No","C","GW","GW","Self-produced",4.20469261939097
"2316","CA2700665","OAK HEIGHTS W & R CO INC","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",35,105,70000,9.613712764,"Failing","YES","NO","NO","NO","NO",2,0.33,1.25,0,0,3.58,"Failing",0.75,0.5,0.5,"No","No","No","C","GW","GW","Self-produced",4.66343909411207
"2317","CA2702026","APRICOT LN WS","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",16,53,98935,14.29421045,"Potentially At-Risk","NO","NO","NO","NO","NO",0,2.17,0,0.67,0,2.84,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",3.98898404656427
"2318","CA2700837","BLACKIE RD WS #05","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",16,65,33129,24.52734785,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,0,0,1.66,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.18965474202643
"2319","CA2700612","LAGUNA SECA WC","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",58,162,106705,5.266818249,"Failing","YES","NO","NO","NO","NO",2.5,0.33,0,0.83,0,3.66,"Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.09375020080676
"2320","CA2702409","EL CAMINO WC INC","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",21,133,77625,23.80914472,"Failing","YES","NO","NO","NO","NO",2,0.33,1.67,0.5,0,4.5,"Failing",1,1,0.5,"No","No","No","C","GW","GW","Self-produced",4.89783979995091
"2321","CA2700713","ROLLING HILLS RANCHO WA","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",56,184,71570.96358,14.29421045,"At-Risk","NO","NO","NO","NO","NO",0,2.33,0.33,0,0,2.66,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GU","GW","Self-produced",5.22035582507832
"2322","CA2700838","SPRING CANYON WA","Monterey","LPA57 - MONTEREY COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",33,90,83960,23.43828651,"Failing","YES","NO","NO","NO","NO",2,0.33,0,0,0,2.33,"Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.51085950651685
"2323","CA2900502","FLORISTON WATER SYSTEM","Nevada","LPA59 - NEVADA COUNTY","Mutual Benefit","HOA","No","Yes","Limited",NA,"Limited",45,110,89318,14.19775417,"Failing","NO","NO","NO","YES","NO",1,1.5,0.5,0.67,433624,3.67,"Failing",0,0.5,0.5,"No","No","Yes","C","GU","GW","Self-produced",4.70953020131233
"2324","CA3301800","STONEWOOD CANYON ESTATES","Riverside","LPA63 - RIVERSIDE COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",26,40,77971,16.4408878,"At-Risk","NO","NO","NO","NO","NO",2,1.5,0,1,0,4.5,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.71357206670431
"2325","CA3400130","MAGNOLIA MUTUAL WATER","Sacramento","LPA64 - SACRAMENTO COUNTY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",34,90,55577,32.79356937,"Failing","YES","NO","NO","NO","YES",2,1.5,0.33,0,0,3.83,"Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",4.51085950651685
"2326","CA3600031","BIG PINE TRACT","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","HOA","No","Yes","Limited",NA,"Limited",136,300,51154,14.52605013,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.67,0,1.33,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",5.70711026474888
"2327","CA3600446","UPPER LITTLE BEAR MOUNTAIN CLUB","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","HOA","No","Yes","Limited",NA,"Limited",36,25,68472,14.04627157,"At-Risk","NO","NO","NO","NO","NO",2,0,0.33,1,0,3.33,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.25809653802148
"2328","CA3600262","SNOWCREST HEIGHTS IMP ASSOC","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",125,600,62563.69982,20.56215515,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0.33,0,0,0.91,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.39859493453521
"2329","CA3900921","CARDOZA VILLA CORP","San Joaquin","LPA69 - SAN JOAQUIN COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",12,30,98253.24531,27.92805474,"Not At-Risk","NO","NO","NO","NO","NO",0.25,1.33,0.33,0.33,0,2.24,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.43398720448515
"2330","CA3900701","CURRIER ESTATES WATER CORP","San Joaquin","LPA69 - SAN JOAQUIN COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",37,148,90506,29.48256903,"Not At-Risk","NO","NO","NO","NO","NO",0,2,0,0.33,0,2.33,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",5.00394630594546
"2331","CA4000771","RANCHO NIPOMO WATER COMPANY","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","HOA","No","Yes","Limited",NA,"Limited",44,44,96750,6.793727224,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0,0,0.33,"Not Failing",NA,NA,0,"No","No","No","C","GW","GW","Self-produced",3.80666248977032
"2332","CA4000744","AFUERA DE CHORRO WATER COMPANY","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",26,79,100307.0291,7.871018296,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,1.33,0,0,1.91,"Not Failing",1,1,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.38202663467388
"2333","CA4000202","EDNA VALLEY RANCH EAST","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",40,132,129250,6.114157228,"Not At-Risk","NO","NO","NO","NO","NO",0.5,0.33,0,0,0,0.83,"Not Failing",NA,NA,0,"No","No","No","C","GW","GW","Self-produced",4.89034912822175
"2334","CA4000660","BEAR VALLEY WATER COMPANY","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",18,45,72005.30445,13.13308548,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.33,0.17,0,1.83,"Not Failing",1,1,0,"No","No","No","C","GW","GW","Self-produced",3.8286413964891
"2335","CA4000749","TERRA DE ORO WATER COMPANY","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",17,38,99200,10.85969203,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,1.08,0.33,0,1.99,"Not Failing",0.75,1,0,"No","No","No","C","GW","GW","Self-produced",3.66356164612965
"2336","CA4200616","SKYLINE PARK","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",96,295,154659,8.366592215,"Not At-Risk","NO","NO","NO","NO","NO",1.5,0.33,0,0,0,1.83,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.69035945432406
"2337","CA4400624","RANCHO CORRALITOS","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","HOA","No","Yes","Limited",NA,"Limited",31,87,101672.6897,35.60677868,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,1,0,2,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.47733681447821
"2338","CA4400572","FERN GROVE WATER CLUB","Santa Cruz","LPA74 - SANTA CRUZ COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",67,187,136771,8.577506375,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0.67,0,1,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.23644196282995
"2339","CA5200007","HOWELL'S LAKESIDE WATER CO.","Tehama","LPA82 - TEHAMA COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",55,75,25313,27.34588569,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,0.33,2,0,0,2.58,"Not Failing",NA,NA,1,"No","No","No","C","GW","GW","Self-produced",4.33073334028633
"2340","CA5200575","RANCHO COLORADO WS","Tehama","LPA82 - TEHAMA COUNTY","Mutual Benefit","Unknown/Other","No","Yes","Limited",NA,"Limited",12,36,39695,30.15490977,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,0.67,0,2.33,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.61091791264422
"2341","CA4300520","RAINERI MUTUAL WATER COMPANY","Santa Clara","DISTRICT 17 - SANTA CLARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",44,145,200089,6.065902627,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.17,0.17,0,1.67,"Not Failing",0,0.5,0,"No","No","No","C","SW","SW","Self-produced",4.98360662170834
"2342","CA5301010","BUD FINE MWC","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC","SW","SW","Self-produced",NA
"2343","CA4900582","LARKIN WOODS MUTUAL WATER COMPANY","Sonoma","DISTRICT 18 - SONOMA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",18,34,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0,0,0,1.33,"Not Failing",0,0,NA,NA,NA,"No","C","GU","GW","Self-produced",3.55534806148941
"2344","CA4200814","JONATA HOMEOWNERS ASSOCIATION","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","HOA","No","Yes","Limited",NA,"Limited",13,35,110232,16.13721181,"Failing","YES","NO","NO","NO","NO",2.5,1.33,1.08,0,0,4.91,"Failing",0.75,1,0,"No","No","No","C","GW","GW","Self-produced",3.58351893845611
"2345","CA3210009","CHESTER PUBLIC U.D.","Plumas","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",1388,2145,61129.02546,15.84363204,"Potentially At-Risk","NO","NO","NO","NO","NO",2,0.33,0,0.33,0,2.66,"Not Failing",NA,NA,0,"Yes","Yes","No","C","GW","GW","Self-produced",7.67136092319064
"2346","CA4610002","DOWNIEVILLE PUBLIC U.D.","Sierra","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",233,783,41250,18.27911427,"Not At-Risk","NO","NO","NO","NO","NO",0,2,0.33,0,1560555,2.33,"Not Failing",0,0,0.5,"No","No","Yes","C","SW","SW","Self-produced",6.66440902035041
"2347","CA3110003","FORESTHILL PUBLIC UTILITY DIST","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",2031,6700,86125.31961,10.07341574,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0.33,0,0.66,"Not Failing",0,0,0,"Yes","Yes","No","C","SW","SW","Self-produced",8.81001204797317
"2348","CA1805007","HERLONG PUBLIC UTILITY DISTRICT","Lassen","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",297,2114,44476.86878,20.57323106,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.33,2398127,0.99,"Not Failing",0,0,0.5,"Yes","No","Yes","C","GW","GW","Self-produced",7.65681009148038
"2349","CA3110023","NORTH TAHOE PUD - CARNELIAN WOODS","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",270,818,104891.3173,2.912009374,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.70808408385307
"2350","CA3110036","NORTH TAHOE PUD - DOLLAR COVE","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",273,851,77483.7991,4.208583564,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0.33,0,1.33,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GWP","GW","Purchased",6.74758652682932
"2351","CA3110001","NORTH TAHOE PUD - MAIN","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",3271,10000,73856.54908,4.208583564,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.33,0,0.99,"Not Failing",0,0,0.5,"Did not complete survey","No","No","C","SW","SW","Self-produced",9.21044036697652
"2352","CA4600018","SIERRAVILLE P.U.D.","Sierra","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",113,200,45491.3089,18.27911427,"Potentially At-Risk","NO","NO","NO","NO","NO",0,2,0.33,0.67,0,3,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",5.30330490805908
"2353","CA3110044","TAHOE CITY PUD - ALPINE PEAKS","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",97,201,111023,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.5,0,0,1.83,"Not Failing",0,0.5,0.5,"No","No","No","C","GW","GW","Self-produced",5.3082676974012
"2354","CA3110043","TAHOE CITY PUD - MADDEN CREEK","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",183,300,96989.60864,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.17,0.33,0.33,0,0.83,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",5.70711026474888
"2355","CA3110010","TAHOE CITY PUD - MAIN","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",2898,5661,104474.2443,5.326066959,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.5,0,0,0.83,"Not Failing",0,0.5,0.5,"No","No","No","C","GW","GW","Self-produced",8.64153246567185
"2356","CA3110011","TAHOE CITY PUD - MCKINNEY/QUAIL","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",560,844,66564.58699,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.58,0.33,20177000,2.24,"Not Failing",0.75,0.5,1,"No","No","Yes","C","SW","SW","Self-produced",6.73933662735717
"2357","CA0910012","TAHOE CITY PUD - RUBICON","El Dorado","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",625,703,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.5,0,0,0.83,"Not Failing",NA,0.5,NA,"No","No","No","C","GW","GW","Self-produced",6.55677835615804
"2358","CA3110013","TAHOE CITY PUD - TAHOE CEDARS","Placer","DISTRICT 02 - LASSEN","Public Utility District",NA,"No","Yes","Full",NA,"Full",1181,793,68398.75036,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.33,0.33,0,0.66,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",6.67708346124714
"2359","CA2310010","HOPLAND PUBLIC UTILITY DISTRICT","Mendocino","DISTRICT 03 - MENDOCINO","Public Utility District",NA,"No","Yes","Full",NA,"Full",327,1076,56750,10.42597881,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.67,0,1.33,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",6.98193467715639
"2360","CA2910016","DONNER SUMMIT PUBLIC UTILITY DISTRICT","Nevada","DISTRICT 09 - SACRAMENTO","Public Utility District",NA,"No","Yes","Full",NA,"Full",358,310,89230.49984,5.169936201,"At-Risk","NO","NO","NO","NO","NO",1,2,0.33,0.17,2717000,3.5,"Not Failing",0,0,0.5,"Yes","Yes","Yes","C","SW","SW","Self-produced",5.73979291217923
"2361","CA0910013","GEORGETOWN DIVIDE PUD","El Dorado","DISTRICT 09 - SACRAMENTO","Public Utility District",NA,"No","Yes","Full",NA,"Full",3791,9112,77705.09222,7.399898142,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0,11726046,0.33,"Not Failing",0,0,0,"Yes","Yes","Yes","C","SW","SW","Self-produced",9.11745724449613
"2362","CA0210002","KIRKWOOD MEADOWS PUBLIC UTILITY DISTRICT","Alpine","DISTRICT 09 - SACRAMENTO","Public Utility District",NA,"No","Yes","Full",NA,"Full",863,7851,67066.45501,15.44932087,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,0.5,1,1,0,2.75,"Not Failing",NA,NA,0.5,"No","No","No","C","GW","GW","Self-produced",8.96852355539635
"2363","CA0910002","SOUTH TAHOE PUD - MAIN","El Dorado","DISTRICT 09 - SACRAMENTO","Public Utility District",NA,"No","Yes","Full",NA,"Full",14161,109330,76626.49629,13.6151637,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,22471437.87,NA,"Not Failing",NA,NA,NA,"Yes","Yes","Yes","C","GW","GW","Self-produced",11.602135257007
"2364","CA2910010","TRUCKEE-DONNER PUD - HIRSCHDALE","Nevada","DISTRICT 09 - SACRAMENTO","Public Utility District",NA,"No","Yes","Full",NA,"Full",25,85,94203.77414,1.930594617,"At-Risk","NO","NO","NO","NO","NO",1.75,1.5,0,0.67,0,3.92,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",4.45434729625351
"2365","CA2910003","TRUCKEE-DONNER PUD, MAIN","Nevada","DISTRICT 09 - SACRAMENTO","Public Utility District",NA,"No","Yes","Full",NA,"Full",13451,36730,106414.9888,7.99332628,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.33,0,0.33,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",10.5113763641442
"2366","CA0510002","CALAVERAS PUD","Calaveras","DISTRICT 10 - STOCKTON","Public Utility District",NA,"No","Yes","Full",NA,"Full",1906,6286,47540,19.63359158,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.33,1.08,0.33,483000,2.74,"Not Failing",0.75,0,0.5,"Yes","Yes","Yes","C","SW","SW","Self-produced",8.74623928838306
"2367","CA0310006","RIVER PINES PUD","Amador","DISTRICT 10 - STOCKTON","Public Utility District",NA,"No","Yes","Full",NA,"Full",215,574,NA,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0.17,435394,0.5,"Not Failing",NA,NA,0,"Yes","Yes","Yes","C","GW","GW","Self-produced",6.35437004079735
"2368","CA0510001","UNION PUBLIC UTILITY DISTRICT","Calaveras","DISTRICT 10 - STOCKTON","Public Utility District",NA,"No","Yes","Full",NA,"Full",1697,4668,57749.42054,8.105101893,"Potentially At-Risk","NO","NO","NO","NO","NO",0.5,2,0,0.33,360000,2.83,"Not Failing",0,0,0,"Yes","Yes","Yes","C","SW","SW","Self-produced",8.44870019497094
"2369","CA0510010","VALLEY SPRINGS PUD","Calaveras","DISTRICT 10 - STOCKTON","Public Utility District",NA,"No","Yes","Full",NA,"Full",263,900,73126.49236,21.02799862,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0.67,0,1.67,"Not Failing",NA,NA,0,"Yes","No","No","C","GW","GW","Self-produced",6.80350525760834
"2370","CA2210001","MARIPOSA PUBLIC UTILITY DIST","Mariposa","DISTRICT 11 - MERCED","Public Utility District",NA,"No","Yes","Full",NA,"Full",677,2000,38664.45598,28.76348589,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.5,0.67,0.67,0,2.09,"Not Failing",0,0,1,"No","No","No","C","SW","SW","Self-produced",7.60140233458373
"2371","CA1500544","ENOS LANE PUBLIC UTILITY DISTRICT","Kern","DISTRICT 12 - VISALIA","Public Utility District",NA,"No","Yes","Full",NA,"Full",89,365,42050,60.26788506,"At-Risk","NO","NO","NO","NO","NO",2,1,1.42,0,0,4.42,"Not Failing",0.75,0,1,"Did not complete survey","No","No","C","GW","GW","Self-produced",5.90263333340137
"2372","CA1510012","LAMONT PUBLIC UTILITY DIST","Kern","DISTRICT 12 - VISALIA","Public Utility District",NA,"No","Yes","Full",NA,"Full",3169,19057,33885.10083,63.92736714,"Failing","YES","NO","NO","NO","NO",2,1,0.67,0,30128481.83,3.67,"Failing",0,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",9.85524223990813
"2373","CA5410009","PIXLEY PUBLIC UTIL DIST","Tulare","DISTRICT 12 - VISALIA","Public Utility District",NA,"No","Yes","Full",NA,"Full",841,2772,26407,61.5211528,"Failing","YES","NO","NO","NO","NO",2.5,1.67,1.67,0.67,151038,6.51,"Failing",1,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",7.92768504561578
"2374","CA5410011","SPRINGVILLE PUD","Tulare","DISTRICT 12 - VISALIA","Public Utility District",NA,"No","Yes","Full",NA,"Full",390,1500,71714.93203,23.84297063,"Potentially At-Risk","NO","NO","NO","NO","NO",0,2,0.67,0,3e+06,2.67,"Not Failing",0,0,1,"Yes","Yes","Yes","C","SW","SW","Self-produced",7.31388683163346
"2375","CA1610006","STRATFORD PUD","Kings","DISTRICT 12 - VISALIA","Public Utility District",NA,"No","Yes","Full",NA,"Full",364,1277,41749.84232,53.97287951,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,1.67,0.33,0.83,996993,3.08,"Not Failing",0,0,0.5,"Did not complete survey","No","Yes","C","GW","GW","Self-produced",7.15305163493748
"2376","CA5410012","STRATHMORE PUBLIC UTIL DIST","Tulare","DISTRICT 12 - VISALIA","Public Utility District",NA,"No","Yes","Full",NA,"Full",472,1690,27770.85909,51.48223167,"Not Assessed","NO","NO","NO","NO","NO",NA,NA,NA,NA,0,NA,"Not Failing",NA,NA,NA,"Yes","Yes","No","C","SW","SW","Self-produced",7.43307534889858
"2377","CA5410025","WOODVILLE PUBLIC UTILITY DIST","Tulare","DISTRICT 12 - VISALIA","Public Utility District",NA,"No","Yes","Full",NA,"Full",467,1740,25250,54.61919778,"Failing","YES","NO","NO","NO","NO",2,3.17,0.67,0,416465,5.84,"Failing",0,0,1,"No","No","Yes","C","GW","GW","Self-produced",7.46221493976819
"2378","CA2610004","JUNE LAKE PUD - DOWN CANYON","Mono","DISTRICT 13 - SAN BERNARDINO","Public Utility District",NA,"No","Yes","Full",NA,"Full",388,2810,93750,16.8671982,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0.17,0,0.75,"Not Failing",0,0,0,"Did not complete survey","No","No","C","SW","SW","Self-produced",7.94129557090653
"2379","CA2610002","JUNE LAKE PUD VILLAGE","Mono","DISTRICT 13 - SAN BERNARDINO","Public Utility District",NA,"No","Yes","Full",NA,"Full",294,2740,93750,16.8671982,"Not At-Risk","NO","NO","NO","NO","NO",2,0.33,0,0,0,2.33,"Not Failing",0,0,0,"Did not complete survey","No","No","C","SW","SW","Self-produced",7.91607809630279
"2380","CA3710008","FALLBROOK PUD","San Diego","DISTRICT 14 - SAN DIEGO","Public Utility District",NA,"No","Yes","Full",NA,"Full",9155,35237,89003.9894,16.65161428,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.5,0.33,68300511,0.83,"Not Failing",0,0.5,0.5,"Yes","Yes","Yes","C","SWP","SW","Purchased",10.4698803247506
"2381","CA4910021","BODEGA BAY PUBLIC UTILITY DISTRICT","Sonoma","DISTRICT 18 - SONOMA","Public Utility District",NA,"No","Yes","Full",NA,"Full",1218,1069,113552.4998,9.985561025,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0,0,0.58,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",6.97541392745595
"2382","CA1510007","FRAZIER PARK PUD","Kern","DISTRICT 19 - TEHACHAPI","Public Utility District",NA,"No","Yes","Full",NA,"Full",1318,2691,37571.05104,11.24107922,"At-Risk","NO","NO","NO","NO","NO",2.5,0.5,1.67,0,4737674.73,4.67,"Not Failing",1,0,1,"Yes","Yes","Yes","C","GW","GW","Self-produced",7.89803969076462
"2383","CA1510014","MOJAVE PUD","Kern","DISTRICT 19 - TEHACHAPI","Public Utility District",NA,"No","Yes","Full",NA,"Full",1202,4699,40084.61372,42.4798123,"Potentially At-Risk","NO","NO","NO","NO","NO",1.5,0,0.67,0.33,11486130,2.5,"Not Failing",0,0,1,"No","No","Yes","C","SWP","SW","Purchased",8.45531778769815
"2384","CA0610001","ARBUCKLE PUBLIC UTILITY DISTRICT","Colusa","DISTRICT 21 - VALLEY","Public Utility District",NA,"No","Yes","Full",NA,"Full",1027,2778,58319.35703,33.40770929,"Not At-Risk","NO","NO","NO","NO","NO",0.75,0.33,0,0,0,1.08,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",7.9298464297425
"2385","CA0610003","MAXWELL PUBLIC UTILITY DISTRICT","Colusa","DISTRICT 21 - VALLEY","Public Utility District",NA,"No","Yes","Full",NA,"Full",393,1175,51547.92588,18.45151199,"Not At-Risk","NO","NO","NO","NO","NO",0,0.5,0.33,0.17,0,1,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",7.06987412845857
